Team,Game_ID,Points_Scored,Points_Allowed,Win,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls,Offensive_Efficiency,Efficient Points Score,Raw EOP,Two Points Per Attempt,Three Points Per Attempt,Total Points Per Attempt,Scoring_Possesions,Team Play Percent,Possesions,Field Goals Made_Allowed,Field Goals Attempted_Allowed,Free Throws Made_Allowed,Free Throws Attempted_Allowed,Three Point Made_Allowed,Three Point Attempted_Allowed,Total Points_Allowed,Offensive Rebounds_Allowed,Defensive Rebounds_Allowed,Total Rebounds_Allowed,Assists_Allowed,Turnovers_Allowed,Steals_Allowed,Blocks_Allowed,Fouls_Allowed,Technical Fouls_Allowed,Offensive_Efficiency_Allowed,Efficient Points Score_Allowed,Raw EOP_Allowed,Two Points Per Attempt_Allowed,Three Points Per Attempt_Allowed,Total Points Per Attempt_Allowed,Scoring_Possesions_Allowed,Team Play Percent_Allowed,Possesions_Allowed,Offensive_Efficieny_Difference
Williams Bay,33026906,32,60,0,14,62,1,2,3,19,32,11,26,37,8,23,6,9,15,0.0,0.109756098,6.585365854,5.672195122,0.511627907,0.473684211,0.5,14.2,0.165501166,98.03,24,77,8,15,5,21,61,23,32,55,16,13,14,0,0,0.0,0.289156627,9.253012048,10.54843373,0.678571429,0.714285714,0.688311688,25.70666667,0.267777778,96.19,-0.179400529
Turner,33026906,60,32,1,24,77,8,15,5,21,61,23,32,55,16,13,14,0,0,0.0,0.289156627,9.253012048,10.54843373,0.678571429,0.714285714,0.688311688,25.70666667,0.267777778,96.19,14,62,1,2,3,19,32,11,26,37,8,23,6,9,15,0.0,0.109756098,6.585365854,5.672195122,0.511627907,0.473684211,0.5,14.2,0.165501166,98.03,0.179400529
Wilmot,33026907,59,46,1,23,62,12,20,1,20,59,16,20,40,7,29,16,0,0,0.0,0.231707317,10.65853659,9.333170732,1.047619048,0.15,0.758064516,25.88,0.261414141,98.68,15,56,11,22,5,24,46,13,20,33,7,31,10,1,22,7.0,0.222222222,13.11111111,11.14666667,0.625,0.625,0.625,17.2,0.17954071,95.49,0.009485094999999999
Badger,33026907,46,59,0,15,56,11,22,5,24,46,13,20,33,7,31,10,1,22,7.0,0.222222222,13.11111111,11.14666667,0.625,0.625,0.625,17.2,0.17954071,95.49,23,62,12,20,1,20,59,16,20,40,7,29,16,0,0,0.0,0.231707317,10.65853659,9.333170732,1.047619048,0.15,0.758064516,25.88,0.261414141,98.68,-0.009485094999999999
Wilmot,33026908,65,48,1,25,62,7,11,7,21,65,7,25,32,14,22,13,0,0,0.0,0.230769231,11.07692308,10.87384615,0.87804878,1.0,0.919354839,26.78181818,0.302961744,101.31,17,55,7,13,7,19,48,5,19,24,7,22,7,1,0,0.0,0.17721519,11.51898734,9.69721519,0.555555556,1.105263158,0.745454545,18.50769231,0.225154408,93.65,0.053554041
Burlington,33026908,48,65,0,17,55,7,13,7,19,48,5,19,24,7,22,7,1,0,0.0,0.17721519,11.51898734,9.69721519,0.555555556,1.105263158,0.745454545,18.50769231,0.225154408,93.65,25,62,7,11,7,21,65,7,25,32,14,22,13,0,0,0.0,0.230769231,11.07692308,10.87384615,0.87804878,1.0,0.919354839,26.78181818,0.302961744,101.31,-0.053554041
Winnebago Lutheran,33026916,61,46,1,21,65,16,21,3,17,61,22,20,42,10,11,15,0,12,0.0,0.40625,18.6875,17.29,0.75,0.529411765,0.692307692,25.87619048,0.306589935,78.46,16,42,7,12,5,18,46,7,18,24,10,20,7,0,0,0.0,0.261538462,15.95384615,14.11261538,0.916666667,0.833333333,0.880952381,17.63333333,0.263972056,71.31,0.14471153799999997
Campbellsport,33026916,46,61,0,16,42,7,12,5,18,46,7,18,24,10,20,7,0,0,0.0,0.261538462,15.95384615,14.11261538,0.916666667,0.833333333,0.880952381,17.63333333,0.263972056,71.31,21,65,16,21,3,17,61,22,20,42,10,11,15,0,12,0.0,0.40625,18.6875,17.29,0.75,0.529411765,0.692307692,25.87619048,0.306589935,78.46,-0.14471153799999997
Winnebago Lutheran,33026917,64,51,1,24,71,15,28,1,9,64,23,35,58,5,22,11,5,14,0.0,0.266666667,13.6,11.34933333,0.741935484,0.333333333,0.690140845,27.21428571,0.261173567,96.79,19,58,8,17,5,16,51,6,26,31,0,18,8,6,21,0.0,0.114285714,7.314285714,5.558857143,0.666666667,0.9375,0.74137931,20.50588235,0.247655584,92.78,0.15238095300000004
Kiel,33026917,51,64,0,19,58,8,17,5,16,51,6,26,31,0,18,8,6,21,0.0,0.114285714,7.314285714,5.558857143,0.666666667,0.9375,0.74137931,20.50588235,0.247655584,92.78,24,71,15,28,1,9,64,23,35,58,5,22,11,5,14,0.0,0.266666667,13.6,11.34933333,0.741935484,0.333333333,0.690140845,27.21428571,0.261173567,96.79,-0.15238095300000004
Winnebago Lutheran,33026918,59,67,0,19,63,16,31,5,22,59,23,22,45,10,11,12,1,16,0.0,0.426229508,28.55737705,24.94295082,0.682926829,0.681818182,0.682539683,22.30322581,0.258139188,74.59,25,57,10,15,7,24,67,13,26,39,19,18,8,5,0,0.0,0.358024691,21.12345679,21.2237037,1.090909091,0.875,1.0,27.66666667,0.341563786,83.89,0.06820481699999997
Laconia,33026918,67,59,1,25,57,10,15,7,24,67,13,26,39,19,18,8,5,0,0.0,0.358024691,21.12345679,21.2237037,1.090909091,0.875,1.0,27.66666667,0.341563786,83.89,19,63,16,31,5,22,59,23,22,45,10,11,12,1,16,0.0,0.426229508,28.55737705,24.94295082,0.682926829,0.681818182,0.682539683,22.30322581,0.258139188,74.59,-0.06820481699999997
Winnebago Lutheran,33026919,65,42,1,27,68,9,14,2,19,65,19,24,43,6,11,16,0,14,0.0,0.227272727,9.545454545,8.290909091,1.020408163,0.315789474,0.823529412,29.31428571,0.346504559,85.87,18,48,7,16,1,6,42,9,21,30,4,29,6,0,0,0.0,0.152777778,9.930555556,8.011666667,0.80952381,0.5,0.770833333,19.225,0.230515588,86.57,0.074494949
Lomira,33026919,42,65,0,18,48,7,16,1,6,42,9,21,30,4,29,6,0,0,0.0,0.152777778,9.930555556,8.011666667,0.80952381,0.5,0.770833333,19.225,0.230515588,86.57,27,68,9,14,2,19,65,19,24,43,6,11,16,0,14,0.0,0.227272727,9.545454545,8.290909091,1.020408163,0.315789474,0.823529412,29.31428571,0.346504559,85.87,-0.074494949
Winnebago Lutheran,33026920,54,48,1,19,51,10,30,6,16,54,19,19,38,12,12,10,2,13,0.0,0.392857143,18.85714286,17.91428571,0.742857143,1.125,0.862745098,20.33333333,0.271111111,63.07,19,45,7,17,3,5,48,7,17,24,14,18,9,2,0,0.0,0.3,16.2,15.504,0.8,1.8,0.911111111,20.15294118,0.288724086,73.51,0.09285714300000003
Markesan,33026920,48,54,0,19,45,7,17,3,5,48,7,17,24,14,18,9,2,0,0.0,0.3,16.2,15.504,0.8,1.8,0.911111111,20.15294118,0.288724086,73.51,19,51,10,30,6,16,54,19,19,38,12,12,10,2,13,0.0,0.392857143,18.85714286,17.91428571,0.742857143,1.125,0.862745098,20.33333333,0.271111111,63.07,-0.09285714300000003
Winnebago Lutheran,33026921,60,41,1,24,70,10,23,2,14,60,23,19,42,11,14,21,2,13,0.0,0.291666667,11.95833333,11.52666667,0.785714286,0.428571429,0.714285714,25.73913043,0.276170927,87.39,16,41,8,13,1,7,41,7,22,29,5,30,5,3,14,0.0,0.188405797,11.30434783,9.307246377,0.882352941,0.428571429,0.804878049,17.96923077,0.235816677,79.91,0.10326086999999998
Mayville,33026921,41,60,0,16,41,8,13,1,7,41,7,22,29,5,30,5,3,14,0.0,0.188405797,11.30434783,9.307246377,0.882352941,0.428571429,0.804878049,17.96923077,0.235816677,79.91,24,70,10,23,2,14,60,23,19,42,11,14,21,2,13,0.0,0.291666667,11.95833333,11.52666667,0.785714286,0.428571429,0.714285714,25.73913043,0.276170927,87.39,-0.10326086999999998
Winnebago Lutheran,33026922,66,38,1,23,59,16,29,4,15,66,19,33,52,12,19,13,1,12,0.0,0.394366197,14.98591549,14.98591549,0.863636364,0.8,0.847457627,26.53103448,0.296105296,81.27,12,39,5,10,3,18,39,7,17,24,7,20,10,3,0,0.0,0.203389831,13.42372881,11.2840678,0.857142857,0.5,0.692307692,13.0,0.206349206,67.11,0.19097636599999998
North Fond du Lac,33026922,38,66,0,12,39,5,10,3,18,39,7,17,24,7,20,10,3,0,0.0,0.203389831,13.42372881,11.2840678,0.857142857,0.5,0.692307692,13.0,0.206349206,67.11,23,59,16,29,4,15,66,19,33,52,12,19,13,1,12,0.0,0.394366197,14.98591549,14.98591549,0.863636364,0.8,0.847457627,26.53103448,0.296105296,81.27,-0.19097636599999998
Winnebago Lutheran,33026923,71,51,1,24,57,18,32,5,13,71,16,25,41,17,18,16,2,15,0.0,0.460526316,23.48684211,23.8,0.863636364,1.153846154,0.929824561,28.05,0.319476082,80.68,17,48,5,8,3,6,51,13,14,22,3,21,8,3,20,0.0,0.13559322,9.627118644,7.625762712,0.666666667,1.5,0.770833333,18.25,0.252770083,74.29,0.324933096
Oakfield,33026923,51,71,0,17,48,5,8,3,6,51,13,14,22,3,21,8,3,20,0.0,0.13559322,9.627118644,7.625762712,0.666666667,1.5,0.770833333,18.25,0.252770083,74.29,24,57,18,32,5,13,71,16,25,41,17,18,16,2,15,0.0,0.460526316,23.48684211,23.8,0.863636364,1.153846154,0.929824561,28.05,0.319476082,80.68,-0.324933096
Winnebago Lutheran,33026924,56,40,1,22,63,10,17,2,11,56,20,26,46,2,17,13,1,13,0.0,0.193548387,7.741935484,6.178064516,0.769230769,0.545454545,0.73015873,24.35294118,0.280563838,83.8,17,52,6,12,0,12,40,10,20,30,7,18,7,1,0,0.0,0.194029851,10.86567164,9.290149254,0.85,0.0,0.653846154,18.2,0.243315508,80.1,-0.00048146400000001477
Omro,33026924,40,56,0,17,52,6,12,0,12,40,10,20,30,7,18,7,1,0,0.0,0.194029851,10.86567164,9.290149254,0.85,0.0,0.653846154,18.2,0.243315508,80.1,22,63,10,17,2,11,56,20,26,46,2,17,13,1,13,0.0,0.193548387,7.741935484,6.178064516,0.769230769,0.545454545,0.73015873,24.35294118,0.280563838,83.8,0.00048146400000001477
Winnebago Lutheran,33026925,67,48,1,26,65,8,12,7,19,67,11,29,40,18,14,5,1,15,0.0,0.302325581,14.51162791,15.16465116,0.826086957,1.105263158,0.907692308,28.13333333,0.335719968,93.23,20,62,8,14,0,6,48,18,27,45,9,22,7,2,16,0.0,0.226666667,15.18666667,13.09226667,0.714285714,0.0,0.64516129,21.82857143,0.243622449,89.54,0.07565891400000002
Ripon,33026925,48,67,0,20,62,8,14,0,6,48,18,27,45,9,22,7,2,16,0.0,0.226666667,15.18666667,13.09226667,0.714285714,0.0,0.64516129,21.82857143,0.243622449,89.54,26,65,8,12,7,19,67,11,29,40,18,14,5,1,15,0.0,0.302325581,14.51162791,15.16465116,0.826086957,1.105263158,0.907692308,28.13333333,0.335719968,93.23,-0.07565891400000002
Winnebago Lutheran,33026926,66,74,0,25,58,11,26,5,16,66,12,20,32,12,13,10,0,19,0.0,0.323943662,23.97183099,21.17295775,0.952380952,0.9375,0.948275862,26.86153846,0.32999433,81.36,28,52,12,19,6,17,74,5,26,31,14,13,5,1,0,0.0,0.351351351,23.18918919,21.36216216,1.257142857,1.058823529,1.192307692,31.03157895,0.427432217,80.45,-0.027407688999999957
St. Mary's Springs,33026926,74,66,1,28,52,12,19,6,17,74,5,26,31,14,13,5,1,0,0.0,0.351351351,23.18918919,21.36216216,1.257142857,1.058823529,1.192307692,31.03157895,0.427432217,80.45,25,58,11,26,5,16,66,12,20,32,12,13,10,0,19,0.0,0.323943662,23.97183099,21.17295775,0.952380952,0.9375,0.948275862,26.86153846,0.32999433,81.36,0.027407688999999957
Winneconne,33026927,44,52,0,19,60,3,9,3,21,44,15,17,32,6,11,13,3,9,0.0,0.14516129,7.548387097,6.398709677,0.820512821,0.428571429,0.683333333,19.4,0.260053619,78.95,20,44,3,9,8,15,51,7,20,27,0,14,6,1,10,0.0,0.058823529,2.588235294,1.967058824,0.827586207,1.6,1.090909091,20.4,0.331168831,68.11,0.086337761
Berlin,33026927,52,44,1,20,44,3,9,8,15,51,7,20,27,0,14,6,1,10,0.0,0.058823529,2.588235294,1.967058824,0.827586207,1.6,1.090909091,20.4,0.331168831,68.11,19,60,3,9,3,21,44,15,17,32,6,11,13,3,9,0.0,0.14516129,7.548387097,6.398709677,0.820512821,0.428571429,0.683333333,19.4,0.260053619,78.95,-0.086337761
Winneconne,33026928,34,53,0,11,26,3,6,3,17,34,6,18,24,0,19,9,3,10,0.0,0.076923077,4.076923077,3.098461538,1.777777778,0.529411765,0.961538462,11.6,0.244725738,48.98,16,40,0,2,7,29,53,18,20,38,15,19,21,1,13,0.0,0.267857143,9.107142857,9.975,1.636363636,0.724137931,0.975,16.0,0.267558528,55.74,-0.190934066
Kettle Moraine Lutheran,33026928,53,34,1,16,40,0,2,7,29,53,18,20,38,15,19,21,1,13,0.0,0.267857143,9.107142857,9.975,1.636363636,0.724137931,0.975,16.0,0.267558528,55.74,11,26,3,6,3,17,34,6,18,24,0,19,9,3,10,0.0,0.076923077,4.076923077,3.098461538,1.777777778,0.529411765,0.961538462,11.6,0.244725738,48.98,0.190934066
Winneconne,33026929,38,59,0,16,40,4,9,2,16,38,3,15,18,2,21,13,2,14,0.0,0.1,5.9,4.636,1.166666667,0.375,0.85,16.71111111,0.258685931,73.79,24,57,8,14,3,12,59,11,20,31,1,12,21,3,12,0.0,0.152542373,5.796610169,4.521355932,0.933333333,0.75,0.894736842,25.82857143,0.346227499,80.03,-0.052542373
Kewaskum,33026929,59,38,1,24,57,8,14,3,12,59,11,20,31,1,12,21,3,12,0.0,0.152542373,5.796610169,4.521355932,0.933333333,0.75,0.894736842,25.82857143,0.346227499,80.03,16,40,4,9,2,16,38,3,15,18,2,21,13,2,14,0.0,0.1,5.9,4.636,1.166666667,0.375,0.85,16.71111111,0.258685931,73.79,0.052542373
Winneconne,33026930,39,54,0,12,57,11,15,4,19,39,16,22,38,1,16,8,7,7,0.0,0.206896552,11.17241379,8.648275862,0.421052632,0.631578947,0.49122807,15.22666667,0.192742616,78.68,23,56,3,7,5,14,54,9,19,28,1,8,14,3,17,0.0,0.071428571,2.785714286,2.171428571,0.857142857,1.071428571,0.910714286,23.51428571,0.352010265,76.77,0.13546798100000002
Menasha,33026930,54,39,1,23,56,3,7,5,14,54,9,19,28,1,8,14,3,17,0.0,0.071428571,2.785714286,2.171428571,0.857142857,1.071428571,0.910714286,23.51428571,0.352010265,76.77,12,57,11,15,4,19,39,16,22,38,1,16,8,7,7,0.0,0.206896552,11.17241379,8.648275862,0.421052632,0.631578947,0.49122807,15.22666667,0.192742616,78.68,-0.13546798100000002
Winneconne,33026931,43,35,1,16,36,9,15,2,7,43,5,10,15,3,12,14,3,10,0.0,0.260869565,9.130434783,7.533913043,0.965517241,0.857142857,0.944444444,18.16,0.336296296,57.05,14,40,2,8,5,15,35,10,10,20,0,14,5,2,11,0.0,0.045454545,1.954545455,1.485454545,0.72,1.0,0.825,14.2,0.248251748,59.3,0.21541502
New London,33026931,35,43,0,14,40,2,8,5,15,35,10,10,20,0,14,5,2,11,0.0,0.045454545,1.954545455,1.485454545,0.72,1.0,0.825,14.2,0.248251748,59.3,16,36,9,15,2,7,43,5,10,15,3,12,14,3,10,0.0,0.260869565,9.130434783,7.533913043,0.965517241,0.857142857,0.944444444,18.16,0.336296296,57.05,-0.21541502
Winneconne,33026932,54,68,0,19,68,13,19,3,24,54,11,18,29,3,15,10,1,26,0.0,0.213333333,14.50666667,11.51146667,0.727272727,0.375,0.602941176,22.55789474,0.248983386,98.43,1,2,2,3,1,3,68,11,31,42,9,26,9,2,0,0.0,0.423076923,22.84615385,20.25692308,0.0,1.0,1.5,1.533333333,0.052511416,17.03,-0.20974358999999998
North Fond du Lac,33026932,68,54,1,1,2,2,3,1,3,68,11,31,42,9,26,9,2,0,0.0,0.423076923,22.84615385,20.25692308,0.0,1.0,1.5,1.533333333,0.052511416,17.03,19,68,13,19,3,24,54,11,18,29,3,15,10,1,26,0.0,0.213333333,14.50666667,11.51146667,0.727272727,0.375,0.602941176,22.55789474,0.248983386,98.43,0.20974358999999998
Winneconne,33026935,47,59,0,18,56,6,11,5,24,47,8,18,26,0,14,13,5,21,0.0,0.096774194,5.709677419,4.339354839,0.8125,0.625,0.732142857,19.30909091,0.259530792,83.84,20,55,14,27,5,16,59,16,23,39,16,19,9,3,14,0.0,0.405405405,19.05405405,19.41081081,0.769230769,0.9375,0.818181818,22.9037037,0.270090846,78.88,-0.308631211
Plymouth,33026935,59,47,1,20,55,14,27,5,16,59,16,23,39,16,19,9,3,14,0.0,0.405405405,19.05405405,19.41081081,0.769230769,0.9375,0.818181818,22.9037037,0.270090846,78.88,18,56,6,11,5,24,47,8,18,26,0,14,13,5,21,0.0,0.096774194,5.709677419,4.339354839,0.8125,0.625,0.732142857,19.30909091,0.259530792,83.84,0.308631211
Winneconne,33026936,51,37,1,16,50,14,31,5,15,51,10,14,24,6,11,17,5,17,0.0,0.350877193,12.98245614,11.46666667,0.628571429,1.0,0.74,18.52903226,0.252439132,70.3,15,54,6,17,1,9,37,18,26,44,1,15,8,3,21,0.0,0.134615385,6.865384615,5.32,0.622222222,0.333333333,0.574074074,15.84705882,0.209064101,71.34,0.21626180799999997
Ripon,33026936,37,51,0,15,54,6,17,1,9,37,18,26,44,1,15,8,3,21,0.0,0.134615385,6.865384615,5.32,0.622222222,0.333333333,0.574074074,15.84705882,0.209064101,71.34,16,50,14,31,5,15,51,10,14,24,6,11,17,5,17,0.0,0.350877193,12.98245614,11.46666667,0.628571429,1.0,0.74,18.52903226,0.252439132,70.3,-0.21626180799999997
Winneconne,33026937,31,86,0,11,29,7,13,2,8,31,2,8,10,5,20,5,1,6,0.0,0.230769231,19.84615385,15.96,0.857142857,0.75,0.827586207,12.50769231,0.230769231,58.46,35,68,2,2,14,32,86,22,14,36,27,10,13,3,12,0.0,0.34939759,10.8313253,15.40144578,1.166666667,1.3125,1.235294118,35.8,0.454314721,81.66,-0.11862835899999999
Waupun,33026937,86,31,1,35,68,2,2,14,32,86,22,14,36,27,10,13,3,12,0.0,0.34939759,10.8313253,15.40144578,1.166666667,1.3125,1.235294118,35.8,0.454314721,81.66,11,29,7,13,2,8,31,2,8,10,5,20,5,1,6,0.0,0.230769231,19.84615385,15.96,0.857142857,0.75,0.827586207,12.50769231,0.230769231,58.46,0.11862835899999999
Winter,33026940,52,51,1,24,69,4,11,0,4,52,14,28,42,4,24,10,3,21,0.0,0.096385542,4.915662651,4.028915663,0.738461538,0.0,0.695652174,24.58181818,0.252380063,105.62,18,54,12,19,1,18,51,9,22,31,8,20,14,0,0,0.0,0.273972603,14.24657534,12.49315068,0.944444444,0.166666667,0.685185185,21.03157895,0.257739938,85.97,-0.177587061
Bruce,33026940,51,52,0,18,54,12,19,1,18,51,9,22,31,8,20,14,0,0,0.0,0.273972603,14.24657534,12.49315068,0.944444444,0.166666667,0.685185185,21.03157895,0.257739938,85.97,24,69,4,11,0,4,52,14,28,42,4,24,10,3,21,0.0,0.096385542,4.915662651,4.028915663,0.738461538,0.0,0.695652174,24.58181818,0.252380063,105.62,0.177587061
Winter,33026945,44,72,0,18,59,8,11,0,6,44,7,15,22,2,16,9,1,12,0.0,0.142857143,10.28571429,8.034285714,0.679245283,0.0,0.610169492,20.32727273,0.256010992,91.11,32,83,4,11,4,25,72,24,22,46,12,23,20,6,14,0.0,0.170212766,7.489361702,7.244255319,0.965517241,0.48,0.819277108,32.58181818,0.295125165,113.52,-0.027355622999999996
Lake Holcombe,33026945,72,44,1,32,83,4,11,4,25,72,24,22,46,12,23,20,6,14,0.0,0.170212766,7.489361702,7.244255319,0.965517241,0.48,0.819277108,32.58181818,0.295125165,113.52,18,59,8,11,0,6,44,7,15,22,2,16,9,1,12,0.0,0.142857143,10.28571429,8.034285714,0.679245283,0.0,0.610169492,20.32727273,0.256010992,91.11,0.027355622999999996
Winter,33026947,64,23,1,28,76,3,4,5,17,64,13,18,31,14,18,27,2,0,0.0,0.178947368,4.115789474,5.032,0.779661017,0.882352941,0.802631579,28.9,0.302301255,110.49,11,38,0,11,1,14,23,8,17,25,8,42,16,3,6,0.0,0.1,6.4,5.472,0.833333333,0.214285714,0.605263158,11.0,0.130331754,86.64,0.07894736799999999
Mercer,33026947,23,64,0,11,38,0,11,1,14,23,8,17,25,8,42,16,3,6,0.0,0.1,6.4,5.472,0.833333333,0.214285714,0.605263158,11.0,0.130331754,86.64,28,76,3,4,5,17,64,13,18,31,14,18,27,2,0,0.0,0.178947368,4.115789474,5.032,0.779661017,0.882352941,0.802631579,28.9,0.302301255,110.49,-0.07894736799999999
Winter,33026949,29,73,0,10,38,6,10,3,12,29,5,21,25,3,42,6,6,16,0.0,0.115384615,8.423076923,6.664615385,0.538461538,0.75,0.605263158,11.44,0.136190476,89.85,36,56,11,21,4,19,73,20,19,39,15,13,29,1,14,0.0,0.40625,11.78125,13.585,1.72972973,0.631578947,1.357142857,38.3047619,0.494893565,70.0,-0.29086538500000003
Prairie Farm,33026949,73,29,1,36,56,11,21,4,19,73,20,19,39,15,13,29,1,14,0.0,0.40625,11.78125,13.585,1.72972973,0.631578947,1.357142857,38.3047619,0.494893565,70.0,10,38,6,10,3,12,29,5,21,25,3,42,6,6,16,0.0,0.115384615,8.423076923,6.664615385,0.538461538,0.75,0.605263158,11.44,0.136190476,89.85,0.29086538500000003
Winter,33026950,59,51,1,23,59,10,17,3,15,59,4,26,30,5,12,14,3,17,0.0,0.208333333,10.625,8.866666667,0.909090909,0.6,0.830508475,25.35294118,0.32587328,90.32,20,65,8,16,3,16,51,14,26,40,11,21,7,1,0,0.0,0.228915663,13.5060241,12.17831325,0.693877551,0.5625,0.661538462,21.6,0.233766234,97.02,-0.020582329999999982
Prentice,33026950,51,59,0,20,65,8,16,3,16,51,14,26,40,11,21,7,1,0,0.0,0.228915663,13.5060241,12.17831325,0.693877551,0.5625,0.661538462,21.6,0.233766234,97.02,23,59,10,17,3,15,59,4,26,30,5,12,14,3,17,0.0,0.208333333,10.625,8.866666667,0.909090909,0.6,0.830508475,25.35294118,0.32587328,90.32,0.020582329999999982
Wisconsin Heights,33026965,37,48,0,13,45,5,8,6,19,37,5,24,29,8,14,2,1,25,0.0,0.209677419,10.06451613,8.923870968,0.538461538,0.947368421,0.711111111,14.25,0.229099678,71.65,16,46,13,32,3,16,48,13,23,36,10,8,11,0,12,0.0,0.450980392,16.68627451,16.10901961,0.866666667,0.5625,0.760869565,18.1125,0.27114521,58.49,-0.241302973
Cambridge,33026965,48,37,1,16,46,13,32,3,16,48,13,23,36,10,8,11,0,12,0.0,0.450980392,16.68627451,16.10901961,0.866666667,0.5625,0.760869565,18.1125,0.27114521,58.49,13,45,5,8,6,19,37,5,24,29,8,14,2,1,25,0.0,0.209677419,10.06451613,8.923870968,0.538461538,0.947368421,0.711111111,14.25,0.229099678,71.65,0.241302973
Wisconsin Heights,33026966,37,72,0,13,38,6,12,5,14,37,10,18,28,11,36,3,1,21,0.0,0.226666667,16.32,14.29813333,0.666666667,1.071428571,0.815789474,14.2,0.180203046,78.5,25,63,15,24,7,21,72,19,16,35,14,15,29,1,14,0.0,0.397260274,14.69863014,15.39780822,0.857142857,1.0,0.904761905,28.75,0.328196347,82.87,-0.17059360700000004
Lancaster,33026966,72,37,1,25,63,15,24,7,21,72,19,16,35,14,15,29,1,14,0.0,0.397260274,14.69863014,15.39780822,0.857142857,1.0,0.904761905,28.75,0.328196347,82.87,13,38,6,12,5,14,37,10,18,28,11,36,3,1,21,0.0,0.226666667,16.32,14.29813333,0.666666667,1.071428571,0.815789474,14.2,0.180203046,78.5,0.17059360700000004
Wisconsin Heights,33026967,33,40,0,12,50,4,14,5,18,33,12,20,32,8,19,6,0,10,0.0,0.184615385,7.384615385,6.734769231,0.4375,0.833333333,0.58,12.45714286,0.166985829,76.16,17,52,2,7,4,20,40,13,31,44,13,20,13,8,16,0.0,0.208333333,6.875,7.283333333,0.8125,0.6,0.730769231,17.22857143,0.230328495,78.89,-0.023717948000000016
Lodi,33026967,40,33,1,17,52,2,7,4,20,40,13,31,44,13,20,13,8,16,0.0,0.208333333,6.875,7.283333333,0.8125,0.6,0.730769231,17.22857143,0.230328495,78.89,12,50,4,14,5,18,33,12,20,32,8,19,6,0,10,0.0,0.184615385,7.384615385,6.734769231,0.4375,0.833333333,0.58,12.45714286,0.166985829,76.16,0.023717948000000016
Wisconsin Heights,33026969,32,59,0,14,45,0,12,4,15,35,8,27,33,12,36,15,2,15,0.0,0.141176471,8.329411765,7.617882353,0.666666667,0.8,0.711111111,14.0,0.163170163,90.44,20,63,12,16,7,24,59,10,27,37,17,19,26,1,16,0.0,0.325842697,10.42696629,12.13438202,0.666666667,0.875,0.746031746,23.6,0.266968326,96.5,-0.18466622600000002
Mineral Point,33026969,59,32,1,20,63,12,16,7,24,59,10,27,37,17,19,26,1,16,0.0,0.325842697,10.42696629,12.13438202,0.666666667,0.875,0.746031746,23.6,0.266968326,96.5,14,45,0,12,4,15,35,8,27,33,12,36,15,2,15,0.0,0.141176471,8.329411765,7.617882353,0.666666667,0.8,0.711111111,14.0,0.163170163,90.44,0.18466622600000002
Wisconsin Heights,33026970,39,52,0,16,40,5,8,2,12,39,6,21,27,10,26,5,1,15,0.0,0.214285714,11.14285714,10.09714286,1.0,0.5,0.85,17.25,0.249277457,75.58,19,54,11,16,3,7,52,10,16,26,12,14,17,1,0,0.0,0.328571429,12.81428571,12.73542857,0.680851064,1.285714286,0.759259259,22.025,0.296034946,78.9,-0.11428571500000004
New Glarus,33026970,52,39,1,19,54,11,16,3,7,52,10,16,26,12,14,17,1,0,0.0,0.328571429,12.81428571,12.73542857,0.680851064,1.285714286,0.759259259,22.025,0.296034946,78.9,16,40,5,8,2,12,39,6,21,27,10,26,5,1,15,0.0,0.214285714,11.14285714,10.09714286,1.0,0.5,0.85,17.25,0.249277457,75.58,0.11428571500000004
Wisconsin Heights,33026972,45,37,1,17,54,3,8,8,22,45,14,21,35,11,10,5,6,11,0.0,0.229508197,8.491803279,8.372459016,0.5625,1.090909091,0.777777778,17.45,0.259672619,70.62,13,41,4,6,7,17,37,4,25,29,8,13,3,0,13,0.0,0.206896552,9.310344828,8.333793103,0.5,1.235294118,0.804878049,14.06666667,0.249408983,66.12,0.022611644999999986
Parkview,33026972,37,45,0,13,41,4,6,7,17,37,4,25,29,8,13,3,0,13,0.0,0.206896552,9.310344828,8.333793103,0.5,1.235294118,0.804878049,14.06666667,0.249408983,66.12,17,54,3,8,8,22,45,14,21,35,11,10,5,6,11,0.0,0.229508197,8.491803279,8.372459016,0.5625,1.090909091,0.777777778,17.45,0.259672619,70.62,-0.022611644999999986
Waterloo,33026974,55,41,1,14,45,17,30,10,17,55,7,28,35,13,12,9,6,10,0.0,0.476190476,19.52380952,19.54285714,0.285714286,1.764705882,0.844444444,17.85333333,0.258743961,67.51,16,61,7,11,1,12,41,10,26,36,11,19,12,3,21,0.0,0.222222222,12.22222222,11.14666667,0.612244898,0.25,0.540983607,17.78181818,0.21068505,93.7,0.253968254
Wisconsin Heights,33026974,41,55,0,16,61,7,11,1,12,41,10,26,36,11,19,12,3,21,0.0,0.222222222,12.22222222,11.14666667,0.612244898,0.25,0.540983607,17.78181818,0.21068505,93.7,14,45,17,30,10,17,55,7,28,35,13,12,9,6,10,0.0,0.476190476,19.52380952,19.54285714,0.285714286,1.764705882,0.844444444,17.85333333,0.258743961,67.51,-0.253968254
