Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
East Troy,38,36748545,17,47,4,9,9,22,44,11,19,30,10,12,6,1,0,0
Burlington,44,36748545,14,48,2,8,4,14,34,0,0,0,0,0,0,0,0,0
St. Augustine Prep,53,37416535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Allis Central,88,37416535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Milwaukee,38,37510506,31,73,9,12,8,34,79,11,15,25,19,10,23,0,9,0
Wisconsin Lutheran,79,37510506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown Deer,35,38104311,31,67,8,11,8,32,78,0,0,41,25,7,6,0,0,0
New Berlin Eisenhower,78,38104311,9,0,7,12,4,0,35,0,0,0,0,0,0,0,0,0
Milwaukee Lutheran,39,38147103,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0
Greendale,71,38147103,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
Living Word Lutheran,57,36749669,26,59,10,19,9,24,71,15,25,40,11,14,11,0,0,0
Lake Country Lutheran,71,36749669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lourdes Academy,75,36749706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayland Academy,31,36749706,30,69,8,17,7,14,75,13,25,38,24,0,14,1,0,0
University School,2,36751951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Messmer,0,36751951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
