Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Chilton,52,36748075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilbert,16,36748075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercer,41,37286166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bessemer (MI),35,37286166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Anthony,43,37296281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Joan Antida//Tenor/Veritas,54,37296281,18,0,7,22,0,0,43,0,0,33,12,0,15,3,22,0
Kenosha Indian Trail,41,36749378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catholic Memorial,79,36749378,13,43,11,19,4,12,41,11,12,23,7,24,11,5,19,0
Clear Lake,58,36748111,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
Grantsburg,54,36748111,18,42,19,24,3,11,58,6,17,23,7,13,8,2,0,0
Flambeau,39,36748777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cornell,45,36748777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Holcombe,24,36749592,32,47,14,25,3,17,87,17,19,36,20,12,19,4,13,0
Prairie Farm,87,36749592,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
Shell Lake,46,36751456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siren,69,36751456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unity,50,36751933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luck,22,36751933,0,0,0,0,0,0,50,0,0,34,0,14,10,1,0,0
Webster,23,36752226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic,45,36752226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter,46,36752491,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
New Auburn,49,36752491,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
Bloomer,54,36747650,18,70,9,16,4,16,49,22,23,45,11,18,15,4,22,0
St. Croix Central,49,36747650,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
Loyal,27,36749708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alma Center Lincoln,37,36749708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinette,47,36749860,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
Luxemburg-Casco,40,36749860,16,47,11,21,4,9,47,10,26,36,14,23,11,0,17,0
Prairie du Chien,66,36750920,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
West Salem,60,36750920,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
Sheboygan Christian,56,36751402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley Christian,29,36751402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
