Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Racine St. Catherine's,51,36751050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University School,64,36751050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wonewoc-Center,46,36752567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillsboro,59,36752567,19,55,8,20,0,8,46,19,22,41,10,0,13,0,23,0
Milwaukee King,96,37553035,11,0,5,0,5,0,42,0,0,0,0,0,0,0,0,0
Milwaukee Reagan,42,37553035,37,0,4,0,6,0,96,19,17,36,14,0,16,1,0,0
Milwaukee Vincent,0,37553044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Golda Meir,2,37553044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenosha Christian Life,60,36749375,23,55,7,18,3,11,56,14,29,43,13,0,10,5,0,0
Saint Francis,56,36749375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
