Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Suring,51,37745576,22,68,8,11,10,34,62,14,22,36,16,0,16,0,0,0
Wabeno/Laona,62,37745576,19,45,10,16,3,6,51,8,33,41,16,0,3,7,0,0
D.C. Everest,54,37757000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Croix Central,69,37757000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa-Grant,33,37771378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juda,24,37771378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oconto Falls,11,36917837,13,40,7,21,1,4,34,20,19,39,6,0,21,0,11,0
Shawano,34,36917837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson,31,37769719,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0
New Glarus,72,37769719,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
Iowa-Grant,33,37769292,10,31,11,21,8,34,55,22,16,38,19,0,17,1,0,0
River Ridge,55,37769292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juda,41,37771379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Crawford,39,37771379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janesville Parker,24,36749313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mineral Point,77,36749313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pecatonica,40,37722844,23,61,9,20,2,12,57,26,30,56,13,12,11,2,15,0
Rio,57,37722844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wauwatosa East,54,37765977,28,56,14,20,9,25,79,10,16,26,16,17,22,2,11,0
Cedarburg,79,37765977,22,0,3,9,7,0,54,0,0,0,0,0,0,0,0,0
Crandon,56,37770190,19,53,0,4,9,28,47,11,21,32,10,15,3,3,15,0
Menominee Indian,47,37770190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cane Ridge (TN),25,37756136,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0
Beaver Dam,66,37756136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oconomowoc,52,37675358,15,38,17,31,3,15,56,9,22,31,4,17,13,3,13,0
Lakeside Lutheran,56,37675358,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
New Holstein,27,37764770,31,60,8,12,5,25,75,13,28,41,25,9,8,2,17,1
Waukesha West,75,37764770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe,29,36917766,17,59,10,17,2,12,43,18,27,45,8,0,14,3,0,0
Clinton,48,36917766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solon Springs,41,37669891,23,23,15,18,2,2,63,0,0,0,0,0,0,0,14,0
Hermantown,63,37669891,15,15,8,14,3,3,41,0,0,0,0,0,0,0,10,0
Algoma,34,36747229,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
Brillion,52,36747229,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
Kenosha St. Joseph,40,36749398,15,0,13,29,0,0,43,0,0,0,0,0,0,0,0,0
Westosha Central,43,36749398,14,0,11,19,1,0,40,0,0,0,0,0,0,0,0,0
South Shore,62,37153669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turtle Lake,29,37153669,19,38,3,10,7,18,62,10,22,34,15,0,20,3,0,0
Milwaukee Lutheran,37,37768661,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
Port Washington,53,37768661,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
Baldwin-Woodville,44,37769465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menomonie,65,37769465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Prairie East,42,37726712,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
Mount Horeb,49,37726712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton,47,37726716,17,33,0,0,2,8,70,5,9,14,11,3,9,1,6,0
Janesville Craig,70,37726716,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
Marion,23,37773316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomahawk,61,37773316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilmot,59,36752450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenosha Tremper,57,36752450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middleton,65,36750088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison East,56,36750088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambridge,75,37164784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Thomas More,59,37164784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lomira,34,37535455,18,46,10,13,3,18,51,10,26,34,12,21,11,13,12,0
Dodgeville,51,37535455,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
Seymour,37,37726714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waunakee,68,37726714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiocton,40,37727968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Mary's Springs,47,37727968,10,41,18,27,2,7,40,17,17,34,4,15,16,0,0,0
Oshkosh North,42,36750655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winneconne,30,36750655,12,43,16,27,2,11,42,12,18,29,7,14,15,4,15,0
Marshall,32,37698343,16,47,12,12,1,12,45,11,25,36,11,13,6,0,16,0
Mishicot,45,37698343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University School,49,37737708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oostburg,93,37737708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burlington,50,36747869,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
Racine Case,43,36747869,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
Greenwood,27,36749072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alma Center Lincoln,65,36749072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lourdes Academy,60,36749698,17,48,11,19,6,18,51,7,20,27,10,0,8,2,0,0
Coleman,51,36749698,19,60,17,30,5,15,60,23,21,44,13,0,16,7,0,0
Galena (IL),46,37726692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darlington,40,37726692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bend East,48,37730752,28,68,4,8,4,21,64,20,18,38,22,0,13,4,0,0
New Berlin West,64,37730752,15,0,12,17,6,0,48,0,0,0,0,0,0,0,0,0
Gilmanton,17,37764963,25,75,10,17,0,12,60,24,17,41,14,0,27,0,9,9
Independence,60,37764963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Bay Preble,55,36832816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menominee (MI),44,36832816,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
Random Lake,63,37726754,22,63,14,22,8,26,66,11,22,33,14,18,10,2,20,0
Kiel,66,37726754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campbellsport,39,36747980,16,44,13,22,5,20,50,9,23,32,14,16,3,2,13,0
Sheboygan Falls,50,36747980,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
Pulaski,44,36750965,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
Luxemburg-Casco,25,36750965,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
New Lisbon,54,37552554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston,41,37552554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcadia,30,36747360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fall Creek,85,36747360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanley-Boyd,53,36751703,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0
Loyal,73,36751703,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
Wausau East,45,37666971,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
Newman Catholic,47,37666971,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
Thorp,49,36751823,25,77,22,48,1,17,73,30,21,51,10,19,24,2,14,0
Athens,73,36751823,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
Black Hawk,33,37305380,14,51,13,28,3,14,44,10,19,29,9,12,9,1,0,0
Belmont,44,37305380,12,36,3,6,2,11,33,8,28,36,10,21,4,1,22,0
Pius XI Catholic,71,37726614,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
Xavier,49,37726614,27,66,8,16,9,25,71,18,25,43,16,12,9,1,12,0
