Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Drummond,38,36748487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butternut,29,36748487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barron,46,36747508,13,27,6,10,4,5,36,4,10,14,12,17,6,3,11,0
Cameron,36,36747508,0,0,0,0,0,0,46,11,8,19,0,0,0,0,0,0
Edgewood,38,36748650,18,36,17,24,9,21,62,0,0,26,12,0,11,1,0,0
Westfield,62,36748650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaukauna,62,36749347,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
De Pere,28,36749347,23,41,3,5,13,24,62,3,18,21,20,5,12,3,12,0
Milwaukee Reagan,38,36750139,24,61,15,22,5,15,68,18,27,45,16,0,20,1,19,0
Greenfield,67,36750139,12,50,7,15,6,16,38,11,19,30,9,24,5,3,16,0
South Milwaukee,36,36751554,22,56,17,22,8,25,69,17,15,32,16,0,14,2,0,0
New Berlin West,69,36751554,13,0,9,20,2,0,37,0,0,0,0,0,0,0,0,0
Highland,36,37362160,19,47,14,30,2,9,57,22,40,61,9,29,9,2,0,0
Boscobel,57,37362160,8,0,10,28,4,0,36,0,0,0,0,0,0,0,0,0
Chippewa Falls,43,36748088,30,63,6,12,3,18,69,12,19,31,14,9,18,0,19,0
Hudson,69,36748088,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
Crandon,48,36748238,17,45,8,16,4,14,46,9,22,31,8,0,6,1,0,0
Wabeno/Laona,46,36748238,9,0,15,22,5,0,48,0,0,33,7,0,14,0,0,0
La Crosse Logan,73,36749514,17,60,18,24,9,34,61,11,12,23,10,12,11,1,0,0
Arcadia,61,36749514,22,50,19,28,10,19,73,16,28,44,14,0,5,4,0,0
Lena,54,36749649,17,40,7,10,4,17,45,8,24,32,14,0,6,8,0,0
Suring,45,36749649,20,50,12,24,2,5,54,14,20,34,17,10,14,4,13,0
Marion,9,36749874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyauwega-Fremont,57,36749874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menomonie,50,36750050,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
Rice Lake,44,36750050,16,44,12,19,6,16,50,7,14,21,9,15,7,0,14,0
New Lisbon,43,36750379,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0
Pittsville,74,36750379,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
New Richmond,35,36750408,13,44,8,10,5,22,39,16,33,49,8,33,9,4,15,0
St. Croix Central,39,36750408,14,55,7,16,0,11,35,6,18,24,6,22,25,1,17,0
St. Thomas Aquinas,7,36751310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gillett,46,36751310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wausaukee,40,36752163,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
Niagara,54,36752163,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
Luxemburg-Casco,38,36749747,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
Kewaunee,37,36749747,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
North Fond du Lac,26,36750458,24,54,9,17,8,18,64,8,33,41,18,0,9,7,0,0
Lourdes Academy,65,36750458,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
Pecatonica,63,36762533,19,57,14,33,0,8,52,14,29,43,10,27,10,0,23,0
Benton,52,36762533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barneveld,41,37293935,9,35,17,30,1,9,36,11,29,40,3,32,3,0,24,0
Potosi/Cassville,36,37293935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belmont,48,37305356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba City,62,37305356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
