Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Port Washington,32,36750874,32,0,8,11,8,0,80,0,0,0,0,0,0,0,0,0
Homestead,80,36750874,11,0,7,10,3,0,32,0,0,0,0,0,0,0,0,0
West Allis Central,34,36752238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Berlin West,67,36752238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bend East,56,36752265,22,0,13,22,11,0,68,0,0,0,0,0,0,0,0,0
West Bend West,68,36752265,21,0,10,25,4,0,56,0,0,0,0,0,0,0,0,0
Milwaukee Bay View,41,37553048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee North,49,37553048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almond-Bancroft,50,36747262,6,25,10,16,2,4,28,4,19,23,8,33,5,0,14,0
Tri-County,28,36747262,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
Clear Lake,56,36748116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shell Lake,40,36748116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenosha Christian Life,44,36749370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heritage Christian,43,36749370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinette,71,36749855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clintonville,61,36749855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unity,48,36751937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turtle Lake,50,36751937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Farge/Youth Initiative,40,36749532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wauzeka-Steuben,52,36749532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Chute,16,36749656,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0
Freedom,62,36749656,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
Nekoosa,12,36750311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westfield,74,36750311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcadia,58,36747358,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Black River Falls,33,36747358,20,68,10,17,8,26,58,19,24,43,12,14,9,2,0,0
Cameron,44,36747966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayward,39,36747966,15,0,7,11,3,5,45,0,0,0,0,0,0,0,0,0
Chetek-Weyerhaeuser,46,36748067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland,36,36748067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilton,64,36748080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roncalli,47,36748080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gale-Ettrick-Trempealeau,45,36748870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altoona,67,36748870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germantown,71,36748883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divine Savior Holy Angels,39,36748883,25,65,10,16,11,37,71,13,27,40,17,15,18,1,0,0
Green Bay Southwest,54,36749026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulaski,30,36749026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenfield,73,36749065,10,0,5,13,5,0,30,0,0,0,0,0,0,0,0,0
Milwaukee Lutheran,30,36749065,27,54,15,19,4,11,73,12,24,36,22,0,16,5,14,0
Hillsboro,49,36749150,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
Cashton,31,36749150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howards Grove,74,36749205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilbert,16,36749205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luther,70,36749737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viroqua,29,36749737,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
Mukwonago,36,36750255,29,64,6,11,7,31,70,20,22,42,18,5,6,0,16,0
Waukesha West,70,36750255,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
New Berlin Eisenhower,58,36750328,16,0,6,9,5,0,43,0,0,0,0,0,0,0,0,0
Greendale,43,36750328,18,0,14,26,7,0,57,0,0,0,0,0,0,0,0,0
New Richmond,63,36750399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amery,66,36750399,22,57,8,14,11,24,63,10,19,29,16,14,11,0,25,0
Nicolet,37,36750432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grafton,54,36750432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pewaukee,63,36750779,19,0,9,13,6,0,53,0,0,0,0,0,0,0,0,0
Pius XI Catholic,53,36750779,23,54,9,12,8,26,63,10,22,32,17,0,7,3,0,0
St. Thomas More,44,36751325,16,54,3,12,8,22,43,0,0,35,11,21,15,3,0,0
Racine St. Catherine's,43,36751325,15,0,13,30,1,0,44,0,0,0,0,0,0,0,0,0
Seymour,61,36751369,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
Green Bay East,38,36751369,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
Shorewood,58,36751498,21,0,9,16,6,0,57,0,0,0,0,0,0,0,0,0
Wisconsin Lutheran,63,36751498,23,0,11,25,1,0,58,0,0,0,0,0,0,0,0,0
Spooner,19,36751627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Croix Falls,67,36751627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sussex Hamilton,52,36751805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wauwatosa West,46,36751805,18,55,11,20,3,13,52,20,29,49,7,11,10,0,19,0
The Prairie School,80,36751819,17,0,5,11,2,0,41,0,0,0,0,0,0,0,0,0
Shoreland Lutheran,40,36751819,30,0,16,18,4,0,80,0,0,0,0,0,0,0,0,0
Valders,42,36751953,18,48,15,18,10,23,61,15,22,37,14,28,20,1,20,0
Brillion,61,36751953,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
Waterford,47,36752025,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
Westosha Central,42,36752025,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
West Allis Hale,43,36752249,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
Menomonee Falls,67,36752249,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
West De Pere,61,36752284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menasha,47,36752284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westby,34,36752312,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
West Salem,49,36752312,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
Wonewoc-Center,33,36752574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royall,63,36752574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highland,50,37362168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River Ridge,53,37362168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orangeville (IL),47,37532214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juda,18,37532214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Hamilton/Audubon,15,37553807,13,35,1,12,1,5,28,0,0,24,3,0,8,1,0,0
Milwaukee Washington/Collegiate Academy,30,37553807,6,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0
Milwaukee Vincent,20,37553892,18,0,4,4,6,0,46,0,0,0,0,0,0,0,0,0
Milwaukee School of Languages,57,37553892,7,0,3,7,0,0,20,0,0,0,0,0,0,0,0,0
Plymouth,23,37639689,27,63,9,12,7,28,70,14,15,29,13,10,21,3,11,0
Cedarburg,70,37639689,9,28,4,10,1,7,23,6,17,23,3,37,2,0,8,0
Abundant Life/Saint Ambrose,51,36747201,19,62,8,17,6,21,52,7,12,20,13,15,11,0,8,0
Johnson Creek,52,36747201,21,55,4,6,5,15,51,20,20,40,14,24,13,9,13,0
Beloit Memorial,63,36747570,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0
Janesville Parker,72,36747570,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
Bonduel,67,36747661,3,18,5,11,0,4,11,0,0,10,0,0,0,0,0,0
Weyauwega-Fremont,11,36747661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brookfield Academy,82,36747723,19,0,10,22,3,0,51,0,0,0,0,0,0,0,0,0
Saint Francis,51,36747723,32,74,9,13,9,29,82,0,0,0,0,0,0,0,0,0
Butternut,36,36747901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mellen,54,36747901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambria-Friesland,14,36747935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markesan,46,36747935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedar Grove-Belgium,78,36748022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ozaukee,49,36748022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chequamegon,42,36748058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prentice,67,36748058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colfax,61,36748192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring Valley,34,36748192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.C. Everest,21,36748289,24,67,7,12,8,25,63,22,18,40,14,10,14,2,0,0
Marshfield,63,36748289,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
DeForest,61,36748350,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
La Crosse Central,54,36748350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenwood City,29,36748943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mondovi,74,36748943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Princeton/Green Lake,13,36749045,24,63,6,12,7,26,63,17,10,27,17,7,19,6,7,0
Randolph,63,36749045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gresham Community,51,36749090,7,34,4,11,1,4,19,8,17,25,4,28,8,4,6,0
Tigerton,19,36749090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horicon,31,36749186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Wisconsin Christian,45,36749186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hustisford,61,36749247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayland Academy,58,36749247,24,50,10,15,3,13,61,7,28,35,20,0,8,0,0,0
Ithaca,23,36749285,21,0,0,0,3,1,46,0,0,0,0,0,0,0,0,0
Kickapoo,46,36749285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kohler,57,36749497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Random Lake,60,36749497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lena,59,36749647,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
Oneida Nation,53,36749647,20,45,18,29,1,4,59,10,23,33,10,20,10,2,18,0
Lourdes Academy,58,36749702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oakfield,30,36749702,22,54,8,15,6,17,58,6,28,34,13,0,13,1,0,0
Madison Memorial,85,36749792,6,15,9,14,1,8,24,2,12,14,0,0,0,0,0,0
Madison West,24,36749792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montello,45,36750218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fall River,62,36750218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neillsville,74,36750294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby,33,36750294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niagara,42,36750421,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
Gillett,39,36750421,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
Northland Lutheran,55,36750471,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
Marion,25,36750471,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
Pardeeville,61,36750737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio,60,36750737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parkview,35,36750746,13,51,7,13,5,28,38,7,14,21,3,10,11,4,0,0
Palmyra-Eagle,38,36750746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillips,75,36750790,25,59,11,19,5,14,66,19,27,46,18,32,11,6,13,0
Athens,66,36750790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhinelander,50,36751158,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
Mosinee,59,36751158,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
Rosholt,40,36751285,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
Wild Rose,50,36751285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheboygan Christian,39,36751400,34,93,3,7,6,16,77,32,20,52,23,11,21,0,10,0
Sheboygan Lutheran,77,36751400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Mary Catholic,60,36751681,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
Manitowoc Lutheran,37,36751681,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
Stevens Point,54,36751716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wausau West,51,36751716,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
Sun Prairie West,77,36751776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middleton,59,36751776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suring,51,36751786,12,59,7,14,11,10,35,12,30,42,8,15,9,1,20,0
Crivitz,35,36751786,18,58,11,23,4,24,51,11,37,48,12,0,10,5,0,0
Tomahawk,16,36751878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medford,57,36751878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston,47,36752331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Crawford,39,36752331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belleville,49,36747563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
