Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Salam,32,36751330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heritage Christian,57,36751330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albany,62,36747224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turner,38,36747224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amery,49,36747285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unity,25,36747285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,25,36747961,30,77,1,8,11,36,72,15,18,33,16,11,23,6,14,0
Cadott,72,36747961,10,33,5,11,0,2,25,8,27,35,7,40,3,1,6,0
Gilman,43,36748918,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
Flambeau,40,36748918,17,41,6,14,1,8,43,10,25,35,11,0,13,12,0,0
River Ridge/Scales Mound (IL),66,36762651,13,35,11,19,2,6,39,7,14,21,10,33,9,2,16,0
Benton,39,36762651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highland,54,37294345,18,35,13,17,3,14,58,9,20,29,12,15,6,5,0,0
Barneveld,58,37294345,19,0,2,5,6,0,54,0,0,0,0,0,0,0,16,0
