Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Lake Country Lutheran,34,36749579,22,46,6,9,8,21,58,9,17,26,16,0,7,7,0,0
New Berlin West,58,36749579,8,32,12,15,6,19,34,12,7,19,7,21,10,1,0,0
Milw. Pulaski/Carmen South/Carmen Southeast/Juneau,43,37896756,25,0,5,14,6,0,61,0,0,0,0,0,0,0,0,0
Racine Park,61,37896756,18,0,6,10,1,0,43,0,0,0,0,0,0,0,0,0
Drummond,38,36748501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siren,49,36748501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lac Courte Oreilles,39,36749546,25,66,2,8,6,19,58,17,29,46,8,0,16,2,0,0
Winter,58,36749546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New London,36,36750386,14,47,9,18,6,24,43,12,19,31,9,15,11,1,0,0
Fox Valley Lutheran,43,36750386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe,37,36750886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portage,26,36750886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auburndale,68,36747441,19,57,8,11,3,12,49,16,14,30,12,15,13,0,0,0
Shiocton,49,36747441,25,44,8,10,10,17,68,4,18,22,17,15,14,4,14,0
Messmer,0,36750080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Augustine Prep,2,36750080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fond du Lac,51,36750464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Mary's Springs,71,36750464,12,37,8,17,7,20,51,11,17,28,8,22,17,4,0,0
Salam,18,36751332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmyra-Eagle,78,36751332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymour,35,36751364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigo,45,36751364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowler,27,37865140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newman Catholic,79,37865140,12,54,3,11,0,7,27,10,11,21,3,23,4,3,11,0
Beloit Memorial,61,38068353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Hamilton/Audubon,16,38068353,16,34,17,24,4,6,61,15,39,54,11,0,16,2,7,0
Reedsville,32,36751135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Mary Catholic,80,36751135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayland Academy,59,36752221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley Christian,53,36752221,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
Racine Case,43,38116092,24,0,4,8,8,0,60,0,0,0,0,0,0,0,0,0
Badger,71,38116092,15,0,11,16,2,0,43,0,0,0,0,0,0,0,0,0
Albany,87,37480121,15,44,4,6,7,19,41,9,11,20,11,19,3,1,9,0
Potosi/Cassville,41,37480121,34,53,7,9,12,19,87,8,17,25,27,6,10,2,9,0
Big Foot,26,36747600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McFarland,71,36747600,12,37,2,8,0,6,26,8,27,35,3,36,8,2,16,0
Catholic Central,24,36747997,29,62,5,8,7,22,70,9,25,34,14,4,15,1,7,0
Martin Luther,70,36747997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican,61,36748473,8,8,8,14,3,3,33,0,0,0,0,0,0,0,5,0
Racine St. Catherine's,33,36748473,20,57,12,16,3,15,61,11,23,34,17,13,15,4,21,0
Edgerton,62,36748639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turner,21,36748639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson,40,36749319,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
Brodhead,47,36749319,16,28,5,10,3,3,40,0,0,0,0,0,0,0,0,0
Ladysmith,38,36749569,11,29,10,15,5,16,47,5,12,17,11,9,8,1,9,0
St. Croix Falls,47,36749569,15,38,4,8,4,16,38,8,21,29,10,23,5,0,14,0
Luxemburg-Casco,26,36749746,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0
Green Bay Southwest,77,36749746,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
Manawa,63,36749815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waupaca,46,36749815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauston,53,36749929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viroqua,28,36749929,12,72,10,21,7,39,53,26,27,53,13,0,20,4,11,0
Menominee Indian,67,36750015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
