Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Waterford,51,36748367,21,0,10,26,3,0,55,0,0,0,0,0,0,0,0,0
Delavan-Darien,55,36748367,20,0,7,16,4,0,51,0,0,0,0,0,0,0,0,0
Milwaukee Washington/Collegiate Academy,59,38073254,10,0,3,3,3,0,26,0,0,0,0,0,0,0,0,0
Milwaukee Hamilton/Audubon,26,38073254,25,0,9,19,0,0,59,0,0,0,0,0,0,0,0,0
Bruce,47,36747829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birchwood,51,36747829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter,53,37952870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercer,31,37952870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawa,64,36749810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion,17,36749810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bradley Tech/Arts,5,37348382,37,55,4,6,7,21,85,14,27,41,23,8,18,6,0,0
Milwaukee Academy of Science,85,37348382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodman/Pembine,20,36748957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wabeno/Laona,76,36748957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tri-County,24,38052259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomahawk,58,38052259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodgeville,59,36748459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wisconsin Dells,60,36748459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menomonie,61,36750049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prescott,52,36750049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwestern,54,36750494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladysmith,61,36750494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waukesha North,64,37988828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fond du Lac,52,37988828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chippewa Falls,26,36748090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshfield,82,36748090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby,36,36748164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen-Withee,28,36748164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillsboro,48,36749152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Farge/Youth Initiative,43,36749152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osseo-Fairchild,68,36750675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regis,71,36750675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Edwards,33,36750864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland Lutheran,65,36750864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripon,46,36751214,19,39,12,16,5,11,54,4,18,22,6,14,10,1,14,0
Winnebago Lutheran,55,36751214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three Lakes,58,36751839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crivitz,44,36751839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superior,55,37125029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esko,34,37125029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belmont,64,37764983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Dubuque,31,37764983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilman,63,36748925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorp,57,36748925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southwestern,41,36751585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highland,56,36751585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
