Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
St. Thomas Aquinas,19,36751314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge,36,36751314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Hamilton/Audubon,12,37550770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Golda Meir,47,37550770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwood,53,36750498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birchwood,35,36750498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripon,68,36751205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilton,42,36751205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Necedah,36,36750277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Edwards,22,36750277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platteville,64,36750824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fennimore,50,36750824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Academy of Science,59,37409630,14,0,22,32,4,0,54,0,0,0,0,0,0,0,0,0
Shorewood,54,37409630,21,50,12,25,5,20,59,12,36,48,12,7,7,1,0,0
Altoona,67,36747270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Croix Central,59,36747270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter,33,36752493,27,47,5,10,6,30,77,21,32,53,18,0,16,6,0,0
South Shore,77,36752493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoughton,39,36751734,12,0,11,19,3,0,38,0,0,0,0,0,0,0,0,0
Waterford,38,36751734,13,0,7,13,6,0,39,0,0,0,0,0,0,0,0,0
Messmer,18,37326115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Allis Central,62,37326115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bradley Tech/Arts,36,37553086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Madison,22,37553086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Riverside,54,37553854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Vincent,24,37553854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fall River,35,36748762,30,0,6,11,6,0,72,0,0,0,0,0,0,0,14,0
Wild Rose,72,36748762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilman,47,36748917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Catholic,65,36748917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loyal,21,36749709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assumption,66,36749709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monroe,21,36750211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Horeb,69,36750211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland Lutheran,34,36750467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Athens,93,36750467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parkview,21,36750740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Wisconsin Christian,46,36750740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsville,36,36750801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abbotsford,52,36750801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosholt,40,36751278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newman Catholic,35,36751278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turtle Lake,43,36751901,10,38,8,14,5,21,33,6,20,26,8,19,7,0,0,0
Clear Lake,33,36751901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnebago Lutheran,69,36752462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fond du Lac,38,36752462,27,64,11,15,4,14,69,7,25,32,4,23,21,1,15,0
Bay Port,53,36747522,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
Neenah,73,36747522,7,22,9,14,10,22,53,9,18,27,7,23,7,5,14,0
Brillion,61,36747703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Door,45,36747703,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
Lakeside Lutheran,37,36749618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaver Dam,70,36749618,12,33,7,15,2,11,37,6,9,15,0,10,5,1,10,0
Lancaster,36,36749632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba City,63,36749632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Glarus,59,36750355,15,0,4,5,6,0,40,0,0,0,0,0,0,0,0,0
Mineral Point,40,36750355,26,0,7,11,0,0,59,0,0,0,0,0,0,0,0,0
