Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Faith Christian,38,36748740,16,0,2,2,3,0,41,15,27,41,4,0,17,4,16,0
University Lake School/Trinity Academy,40,36748740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgar,66,36748627,23,71,11,15,3,18,60,14,13,27,17,14,18,0,0,0
Phillips,60,36748627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homestead,69,36749178,10,0,6,15,4,0,30,0,0,0,0,0,0,0,0,0
Port Washington,30,36749178,24,0,18,27,3,0,69,0,0,0,0,0,0,0,0,0
Birchwood,58,36747613,41,100,4,6,6,17,92,19,24,43,8,0,19,1,0,0
Winter,92,36747613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butternut,36,36747903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercer,46,36747903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear Lake,47,36748118,24,48,9,13,2,14,59,9,26,35,17,19,8,0,10,0
Turtle Lake,59,36748118,17,54,7,11,6,26,47,10,16,26,5,16,11,1,0,0
Grantsburg,66,36748976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siren,58,36748976,25,62,9,17,7,15,66,0,0,46,0,14,0,7,0,0
Living Word Lutheran,46,36749674,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
University School,60,36749674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Central (MI),48,37963723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florence,65,37963723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crandon,48,37974341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regis,40,37974341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashwaubenon,46,36747405,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Sheboygan South,29,36747405,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
Barron,61,36747509,15,40,7,7,2,9,39,8,16,24,8,20,6,1,13,0
Chetek-Weyerhaeuser,39,36747509,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
Brookfield Central,46,36747733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wauwatosa West,42,36747733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown Deer,64,36747823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Milwaukee,42,36747823,23,61,14,22,4,20,64,11,22,33,1,12,22,0,7,0
Green Bay East,38,36748987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seymour,74,36748987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Chute,46,36749661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waupaca,36,36749661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxemburg-Casco,20,36749745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freedom,67,36749745,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
Marinette,53,36749865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wrightstown,62,36749865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menasha,45,36750007,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
West De Pere,52,36750007,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
Mishicot,61,36750174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilbert,21,36750174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Berlin West,48,36750341,14,53,19,32,5,23,52,11,14,25,8,0,12,1,18,0
Pius XI Catholic,52,36750341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pewaukee,76,36750782,18,0,5,8,6,0,47,0,0,0,0,0,0,0,0,0
Wisconsin Lutheran,47,36750782,27,73,11,17,11,34,76,14,25,39,17,0,21,0,0,0
Royall,31,36751287,14,42,8,13,5,19,41,11,25,36,8,16,3,2,0,0
Bangor,41,36751287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawano,50,36751385,25,46,2,6,11,20,63,4,19,23,15,15,10,6,13,0
New London,63,36751385,0,0,8,15,0,0,50,0,0,0,0,0,0,0,0,0
Shoreland Lutheran,18,36751486,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
The Prairie School,76,36751486,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Shorewood,69,36751491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Lutheran,49,36751491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sussex Hamilton,36,36751799,20,0,7,11,7,0,54,0,0,0,0,0,0,0,0,0
Divine Savior Holy Angels,54,36751799,11,36,10,15,4,11,36,8,16,24,6,26,7,0,15,0
Wauwatosa East,62,36752182,28,57,14,28,11,25,81,12,27,39,20,17,12,3,0,0
Germantown,81,36752182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Allis Hale,41,36752246,27,0,8,10,10,0,72,0,0,0,0,0,0,0,0,0
Brookfield East,72,36752246,13,36,11,14,4,11,41,3,19,22,9,27,5,0,9,0
Argyle,40,37226079,30,67,2,16,12,33,74,17,23,40,22,14,11,0,20,0
Shullsburg,74,37226079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appleton North,50,38051270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wautoma,33,38051270,21,47,1,4,7,17,50,4,29,33,13,17,5,3,0,0
Aquinas,83,36747350,15,47,8,18,3,20,41,16,21,37,13,0,5,3,0,0
La Crosse Logan,41,36747350,27,67,15,19,14,36,83,16,15,31,16,8,17,2,0,0
Auburndale,47,36747439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prentice,24,36747439,21,81,2,10,3,15,47,25,20,45,14,13,20,2,15,0
Campbellsport,28,36747975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayville,33,36747975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eau Claire North,59,36748607,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
Chippewa Falls,35,36748607,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0
Frederic,37,36748850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shell Lake,59,36748850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kohler,66,36749496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ozaukee,68,36749496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Holcombe,55,36749584,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
Bruce,29,36749584,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
Manawa,49,36749817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyauwega-Fremont,27,36749817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medford,55,36749977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomahawk,37,36749977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menomonie,52,36750048,19,44,14,22,3,5,55,7,19,26,12,20,10,2,12,0
New Richmond,55,36750048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mondovi,45,36750185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colfax,55,36750185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacelli,41,36750704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marathon,39,36750704,0,0,0,0,0,0,41,0,0,25,13,0,0,0,0,0
Random Lake,57,36751091,17,43,8,13,1,7,45,11,22,33,10,26,10,1,0,0
Sheboygan Christian,46,36751091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River Valley,26,36751245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sauk Prairie,67,36751245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley Christian,34,36751969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion,25,36751969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
