Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Racine Park,43,36751025,0,0,0,0,0,0,35,,,,,,,,,
Racine Case,45,36751025,0,0,0,0,0,0,31,,,,,,,,,
Cedarburg,64,36748037,18,0,13,17,10,0,59,0,0,0,0,0,0,0,0,0
Whitefish Bay,59,36748037,19,41,19,24,7,21,64,10,22,32,11,18,10,3,14,0
Badger,55,36747459,15,0,10,16,7,0,47,0,0,0,0,0,0,0,0,0
Elkhorn,47,36747459,16,0,15,17,2,0,55,0,0,0,0,0,0,0,0,0
Edgerton,70,36748640,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
Whitewater,26,36748640,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0
Fox Valley Lutheran,61,36748831,15,52,6,9,7,26,43,12,14,26,9,17,9,0,0,0
Wrightstown,43,36748831,24,43,9,15,6,16,61,7,18,25,11,18,12,2,0,0
Franklin,56,36748836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenosha Tremper,46,36748836,20,0,0,23,16,0,56,0,0,0,0,0,0,0,19,0
Kenosha Indian Trail,28,36749382,24,0,10,18,11,0,69,0,0,0,0,0,0,0,0,0
Oak Creek,69,36749382,10,0,4,4,4,0,28,0,0,0,0,0,0,0,0,0
North Fond du Lac,61,36750455,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
Green Bay East,25,36750455,23,62,3,16,5,21,61,27,19,46,11,6,18,3,0,0
Slinger,56,36751515,28,77,10,13,7,24,73,17,20,37,17,9,7,2,0,0
Hartford,73,36751515,18,58,16,19,4,12,56,14,26,40,4,24,5,2,15,0
Monticello,27,37552557,14,55,7,14,0,7,35,21,27,48,11,11,10,1,12,0
Black Hawk,35,37552557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Madison,52,37553534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee South,61,37553534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Reagan,75,37553850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Riverside,35,37553850,31,73,5,14,8,27,75,5,19,24,23,12,26,5,15,0
Watertown,63,37633930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilmot,29,37633930,23,44,8,16,9,18,63,8,21,29,17,0,13,2,0,0
Milwaukee Bay View,40,37689054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bradley Tech/Arts,31,37689054,0,0,0,0,0,0,40,0,0,0,2,0,9,0,0,0
Berlin,28,36747584,20,62,2,3,6,26,48,0,0,39,16,24,14,3,0,0
Kewaskum,48,36747584,5,32,6,10,4,14,28,7,16,23,0,0,0,0,0,0
Edgewood,53,36748646,19,49,4,12,10,30,52,9,20,29,16,31,16,1,20,0
Oregon,52,36748646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton,49,36750098,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
Fort Atkinson,46,36750098,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
Monona Grove,78,36750204,20,46,5,16,5,12,50,3,19,22,6,23,9,0,0,0
Stoughton,50,36750204,30,61,10,20,8,22,78,9,20,29,16,14,15,2,0,0
Waupun,74,36752128,10,32,5,8,10,31,55,6,14,20,6,9,9,2,13,0
Kettle Moraine Lutheran,55,36752128,33,60,5,14,3,13,74,9,27,36,15,11,9,5,11,0
Winneconne,46,36752474,12,44,5,8,2,8,31,4,22,26,4,10,3,3,0,0
Lomira,31,36752474,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
River Valley,38,36751235,18,62,6,14,10,31,52,15,36,51,13,21,10,8,8,0
Dodgeville,52,36751235,13,62,8,12,4,21,38,14,30,44,10,22,10,6,11,0
Pecatonica,46,37294208,19,37,9,14,6,19,63,8,12,20,16,9,16,4,0,0
Barneveld,65,37294208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
