Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Bader Hillel,10,37360380,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
Chesterton Academy,63,37360380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Soto,23,36748320,14,41,7,9,11,21,68,18,14,31,21,6,23,1,0,0
Cashton,68,36748320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somerset,74,37858963,18,64,19,29,6,31,62,17,17,34,16,19,20,2,11,0
Cadott,61,37858963,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0
Boyceville,33,36747686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton,35,36747686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayland Academy,49,36752220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmyra-Eagle,53,36752220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weyauwega-Fremont,15,36752349,24,54,10,16,2,7,58,17,9,26,11,12,21,2,16,0
Rosholt,58,36752349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Mary's Springs,52,37894537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roncalli,38,37894537,18,45,11,20,5,16,52,15,22,37,11,15,7,5,0,0
Marion,38,37936029,15,62,8,17,6,19,32,0,0,0,0,0,0,0,0,0
Port Edwards,32,37936029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brookfield Academy,65,37852296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catholic Central,34,37852296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus Catholic,51,36748212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
