Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
St. Joan Antida//Tenor/Veritas,31,36751674,20,0,5,13,2,0,51,10,16,26,11,0,23,3,22,0
University Lake School/Trinity Academy,51,36751674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Academy of Science,66,38001036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oconomowoc,60,38001036,24,58,14,26,4,18,60,16,27,43,13,14,10,0,0,0
Drummond,60,38031898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winter,36,38031898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rosholt,69,36751282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Port Edwards,22,36751282,31,67,7,13,0,3,69,20,24,44,13,12,22,0,14,0
Seneca,57,36751347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Soto,29,36751347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge,14,37402122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wausaukee,59,37402122,4,30,3,4,1,10,14,10,30,40,3,0,9,4,9,0
Loyal,49,38041217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Necedah,25,38041217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gresham Community,60,36749084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bowler,37,36749084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altoona,53,36747269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prescott,47,36747269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashland,53,36747394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spooner,30,36747394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baldwin-Woodville,42,36747472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellsworth,32,36747472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brodhead,51,36747708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Foot,14,36747708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,25,36747967,19,59,6,8,4,22,48,11,11,22,8,10,26,2,7,0
Ladysmith,48,36747967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chetek-Weyerhaeuser,37,36748068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayward,49,36748068,15,44,5,11,1,6,37,10,20,30,14,22,2,1,20,0
Denmark,59,36748379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waupaca,54,36748379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gale-Ettrick-Trempealeau,25,36748878,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
West Salem,74,36748878,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
Kettle Moraine,56,36749412,20,64,10,18,2,18,52,16,29,45,4,0,9,2,0,0
