Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Salam,60,37420586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristo Rey Jesuit,27,37420586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge,22,37359892,11,0,2,6,2,0,30,16,14,30,1,10,14,0,15,0
Chesterton Academy,30,37359892,9,52,4,10,0,17,22,24,24,48,7,27,15,2,8,0
Flambeau,34,36748780,30,55,9,17,4,9,79,13,18,31,16,8,18,1,14,0
Prairie Farm,79,36748780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unity,40,36751936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siren,43,36751936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neillsville,71,36750292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alma Center Lincoln,29,36750292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Berlin Eisenhower,45,36750330,17,39,13,22,4,13,51,12,23,35,11,0,6,3,0,0
New Berlin West,51,36750330,13,0,8,14,11,0,45,0,0,0,0,0,0,0,0,0
Saint Anthony,21,37296220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Augustine Prep,68,37296220,8,0,2,9,3,0,21,0,0,26,6,0,4,0,11,0
Ashland,33,36747387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayward,48,36747387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashwaubenon,49,36747399,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
Green Bay Southwest,54,36747399,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
Barron,72,36747510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland,17,36747510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay Port,52,36747521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
