Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Brookfield Academy,49,36747724,16,0,7,11,6,0,57,0,0,0,0,0,0,0,0,0
University School,57,36747724,9,0,10,13,7,0,49,0,0,0,0,0,0,0,0,0
Kenosha Reuther,0,37420577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristo Rey Jesuit,2,37420577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muskego,49,36750259,20,0,13,19,6,0,59,0,0,0,0,0,0,0,16,0
Franklin,59,36750259,17,0,8,14,7,27,49,0,0,32,0,0,0,0,0,0
Racine Horlick,22,36750987,23,0,14,20,5,0,79,0,0,0,0,0,0,0,0,0
Greendale,79,36750987,5,0,5,18,0,0,22,0,0,0,0,0,0,0,0,0
