Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Messmer,68,36750078,5,0,5,6,3,0,18,0,0,0,0,0,0,0,0,0
Milwaukee South,25,36750078,19,0,2,5,2,0,42,0,0,0,0,0,0,0,0,0
Cristo Rey Jesuit,26,37420580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Augustine Prep,53,37420580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Madison,64,37553524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Carmen Northwest,37,37553524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drummond,51,36748494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luck,33,36748494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solon Springs,64,36751532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwood,38,36751532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Anthony,24,36751643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faith Christian,50,36751643,8,0,4,6,4,0,24,0,0,35,2,0,17,0,23,0
Ashland,47,36747385,17,53,5,8,4,17,44,8,32,40,15,29,7,2,21,0
Chetek-Weyerhaeuser,44,36747385,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
Ashwaubenon,13,36747402,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0
Notre Dame,87,36747402,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
Big Foot,21,36747599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson,43,36747599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black River Falls,25,36747626,21,59,9,14,0,8,51,13,17,30,6,0,17,4,10,0
Mauston,51,36747626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,25,36748124,22,52,12,16,2,4,58,9,21,29,9,0,14,0,0,0
Brodhead,58,36748124,8,42,8,14,1,18,25,10,18,27,6,0,5,1,0,0
