Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Clayton,59,36748098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birchwood,26,36748098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie Farm,85,36750931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Holcombe,23,36750931,37,65,9,18,1,6,85,18,19,37,19,16,23,2,10,0
Seneca,40,36751348,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
Ithaca,60,36751348,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Solon Springs,55,36751529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lac Courte Oreilles,31,36751529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge,17,38167861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valley Christian,48,38167861,2,34,1,2,4,15,17,21,28,49,11,0,18,9,11,0
Peshtigo,48,36832822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menominee (MI),43,36832822,15,46,11,18,7,17,48,12,18,30,14,10,7,3,0,0
Arcadia,40,36747368,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
West Salem,65,36747368,14,46,3,6,8,16,40,7,16,23,8,31,14,1,0,0
Ashland,38,36747384,21,43,6,11,4,10,52,5,23,28,20,11,11,4,14,0
Cameron,52,36747384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black River Falls,18,36747630,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
Westby,61,36747630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chetek-Weyerhaeuser,56,36748071,12,34,10,16,2,8,36,9,25,34,0,0,0,0,0,0
Spooner,36,36748071,25,76,5,14,3,15,56,24,14,38,20,9,17,2,15,0
Chilton,47,36748076,11,44,4,8,6,27,32,10,10,20,10,17,6,0,19,0
Kiel,32,36748076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellsworth,39,36748718,20,41,15,24,8,13,63,7,23,30,16,23,11,6,17,0
St. Croix Central,63,36748718,9,43,21,26,0,5,39,11,20,31,5,19,10,2,20,20
Freedom,69,36748866,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
Oconto Falls,31,36748866,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0
Little Chute,45,36749658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinette,70,36749658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
