Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Bloomer,40,37911827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amery,58,37911827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brookfield East,44,37964512,18,45,17,25,7,21,60,13,22,35,15,0,11,2,0,0
Pewaukee,60,37964512,17,0,7,11,3,0,44,0,0,0,0,0,0,0,0,0
Crivitz,20,36748245,22,73,7,14,2,12,53,17,16,33,9,0,19,1,0,0
Coleman,53,36748245,8,34,3,4,1,6,20,3,24,27,5,34,5,3,0,0
Living Word Lutheran,73,36749673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge,19,36749673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abundant Life/Saint Ambrose,62,37879255,10,42,6,20,3,19,35,14,14,28,0,0,0,0,0,0
Madison West,35,37879255,22,53,15,24,3,7,62,14,29,43,14,0,19,10,0,0
Baraboo,64,36747494,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
Mount Horeb,57,36747494,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
DeForest,67,36748348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Atkinson,30,36748348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watertown Luther Prep,62,36752062,17,40,11,19,1,12,46,9,21,30,6,0,7,3,0,0
Saint Francis,46,36752062,23,61,10,18,6,22,62,25,14,39,14,16,10,1,16,0
Milwaukee Riverside,21,37553874,25,0,5,0,7,0,76,11,15,26,10,0,24,2,0,0
Milwaukee King,76,37553874,4,0,10,0,1,0,21,0,0,0,0,0,0,0,0,0
West Salem,52,36752293,16,48,13,14,3,17,48,10,16,26,8,22,7,1,0,0
Bangor,51,36752293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Racine Lutheran,34,36751012,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
Union Grove,70,36751012,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
Superior,61,36751781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eau Claire North,48,36751781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oak Creek,44,37211993,14,0,17,24,5,0,50,12,4,16,3,0,4,2,0,0
Kettle Moraine,50,37211993,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
Gibraltar,12,36748897,22,50,2,4,11,24,57,8,21,29,15,12,14,0,0,0
Sevastopol,57,36748897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Croix Central,57,37946586,22,51,5,10,7,12,56,5,17,22,11,12,6,0,15,15
Mondovi,56,37946586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheboygan South,50,36751447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheboygan North,65,36751447,16,51,9,16,9,35,50,6,24,30,11,23,7,2,15,0
Sauk Prairie,51,36751339,13,57,13,20,1,22,40,10,20,30,8,10,13,1,20,0
Oregon,40,36751339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deerfield,41,36748335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambridge,36,36748335,13,40,12,21,4,16,41,4,18,21,7,8,6,0,17,8
