Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Chesterton Academy,42,37360466,11,48,5,17,2,5,33,12,37,49,6,0,16,3,19,0
Stockbridge,33,37360466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Riverside,12,37553866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shorewood,60,37553866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Foot,28,36747603,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
Whitewater,52,36747603,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
Clinton,36,36748126,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0
Edgerton,70,36748126,10,45,10,16,6,21,36,6,12,18,10,0,7,1,0,0
Evansville,61,36748721,18,39,12,19,3,18,57,10,15,25,8,16,12,0,18,0
Brodhead,57,36748721,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
Green Bay Southwest,45,36749018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashwaubenon,43,36749018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson,47,36749327,21,73,11,17,9,42,62,0,0,0,0,0,0,0,0,0
McFarland,62,36749327,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
Northwestern,44,36750497,15,40,13,20,4,16,55,11,22,33,14,14,6,2,14,0
St. Croix Falls,55,36750497,18,49,5,9,3,24,44,8,22,30,10,22,13,2,21,0
Notre Dame,89,36750521,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
Sheboygan North,36,36750521,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0
Prescott,46,36750955,7,28,6,8,5,20,35,11,17,28,5,20,11,1,0,0
Osceola,35,36750955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Racine St. Catherine's,78,36751042,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
Racine Horlick,42,36751042,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0
Reedsville,56,36751122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilbert,34,36751122,16,46,12,17,3,10,56,14,21,35,15,20,17,4,14,0
St. Croix Central,39,36751302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellsworth,52,36751302,17,46,5,13,0,7,39,11,21,32,12,18,1,1,16,0
The Prairie School,46,36751811,14,31,8,13,2,6,42,7,12,19,6,17,6,3,17,0
Dominican,42,36751811,10,5,12,19,8,0,46,0,0,0,0,0,0,0,13,0
Monticello,54,37532238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juda,17,37532238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potosi/Cassville,43,37552849,24,0,13,19,3,5,63,23,26,49,15,10,12,1,15,0
Shullsburg,63,37552849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee King,72,37552931,19,0,11,0,1,26,52,15,26,41,11,0,10,1,0,0
Milwaukee Golda Meir,52,37552931,25,0,3,1,6,0,72,16,17,33,17,0,17,1,0,0
Milwaukee Marshall/Young Coggs,22,37553504,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
Milwaukee North,48,37553504,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
Milwaukee Obama SCTE,0,37553601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee South,2,37553601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonduel,53,36747662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wittenberg-Birnamwood,38,36747662,23,50,2,9,5,15,53,13,22,35,18,15,6,3,15,0
Cambria-Friesland,32,36747933,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
Fall River,55,36747933,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
Deerfield,61,36748341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmyra-Eagle,48,36748341,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
DeForest,76,36748356,18,48,20,28,4,11,60,8,17,25,7,20,11,0,0,0
Stoughton,60,36748356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howards Grove,41,36749211,26,58,11,18,9,25,72,9,16,25,21,10,14,1,0,0
Oostburg,72,36749211,12,43,15,22,2,11,41,11,25,36,7,29,2,0,0,0
Loyal,56,36749713,14,55,12,24,3,13,43,14,21,34,8,26,11,1,0,0
Greenwood,43,36749713,20,53,10,19,5,16,55,0,0,0,0,0,0,0,0,0
Madison La Follette,52,36749780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison Memorial,45,36749780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Messmer,44,36750072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heritage Christian,64,36750072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mishicot,60,36750176,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
