Team_Name,Points_Scored,Game_ID,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls
Sturgeon Bay,56,37961012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gillett,60,37961012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burlington,41,36747877,19,0,16,37,2,0,56,0,0,0,0,0,0,0,0,0
Waterford,56,36747877,14,0,10,26,3,0,41,0,0,0,0,0,0,0,0,0
Delavan-Darien,42,36748364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elkhorn,47,36748364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoreland Lutheran,43,36751473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catholic Central,38,36751473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union Grove,62,36751927,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
Westosha Central,42,36751927,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0
West Salem,64,36752294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black River Falls,26,36752294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birchwood,24,36747606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cornell,64,36747606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butternut,17,36747892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drummond,59,36747892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fox Valley Lutheran,58,36748828,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
Marinette,42,36748828,21,57,9,14,7,27,58,19,15,34,15,25,21,1,0,0
Grantsburg,59,36748971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic,31,36748971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shell Lake,44,36751459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webster,42,36751459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unity,51,36751934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwood,41,36751934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washburn,37,36752012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercer,43,36752012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
